,MAE training,MAE test,RMSE training,RMSE test,MAE R training,MAE R test,MAE H training,MAE H test,RMSE R training,RMSE R test,RMSE H training,RMSE H test
0,52.36270096063613,63.152734289169324,100.64504439853083,114.75552355912953,26.313209228515625,33.326080322265625,78.41219269275668,92.97938825607304,38.75576181753674,47.53427490039728,136.95561635035952,155.17136683149158
1,56.11990486383438,66.87907618522644,104.22194499006712,121.5584814306853,32.263432006835934,35.2548193359375,79.97637772083283,98.50333303451538,45.39617402545845,50.735622848771705,140.22701244366382,164.2523223264004
2,39.04586987495422,63.12651491165161,79.1213213141072,117.51217824983229,23.224569854736327,36.475330200195316,54.86716989517212,89.77769962310789,36.8224148077751,51.65018773020063,105.66208752766782,157.95721630073047
3,61.32560371562838,76.1555626487732,110.95272018908273,134.72261918875233,30.82871322631836,41.90084228515625,91.82249420493841,110.41028301239014,43.70184241262855,57.162379588167774,150.70222693927113,181.7493620400726
4,58.961782039403914,75.630922164917,106.32512672710615,135.13535254439955,32.675999298095704,42.25532287597656,85.24756478071212,109.00652145385745,43.02575249906113,60.16322496063972,144.07931763081024,181.39325615064573
5,43.83685485959053,67.95043951034545,79.84080612366255,121.988532597005,26.576796264648436,39.1070654296875,61.096913454532604,96.79381359100341,38.72070298974854,57.07504618380225,106.06514887055134,162.80308127752969
6,52.46010582447052,74.35030117034913,94.96328894737886,135.03816970570026,31.47703872680664,42.47818969726563,73.44317292213442,106.22241264343263,40.31381780981574,56.531672646994394,128.1048343701506,182.4137728973996
7,50.25205658793449,75.43623484134675,98.49951632624622,137.93688579420447,26.556771697998048,43.325628662109374,73.94734147787092,107.54684102058411,39.35414423392498,62.62870463195889,133.62470117693184,184.7452686304298
8,43.37508667469025,60.37890961647034,83.95122775403115,125.09000776936976,24.725381774902345,33.561773681640624,62.02479157447816,87.19604555130005,35.38614377951449,48.61081165249948,113.3288935410293,170.09411829327667
9,42.79623353004455,59.131203498840335,76.50191927595635,106.87951419269234,21.473890228271486,30.92993896484375,64.11857683181763,87.33246803283691,32.185109571246535,47.32465942882165,103.29184879600491,143.5508192873795
10,52.727225561141964,65.24425310552121,94.42403606885135,126.30843567232539,26.94371383666992,32.11204345703125,78.510737285614,98.37646275401113,39.42715642633914,49.94894560757046,127.58250864125718,171.50144219997654
11,50.54549950242043,71.20842142105101,87.79816946167647,120.76840866712027,27.669928741455077,38.67404846191406,73.42107026338579,103.74279438018799,37.392780868302175,53.636596955978646,118.40108555489536,162.15157270578365
12,69.62084141254425,84.21201976776123,108.8371998106065,132.5521214919037,40.93577026367188,53.00569091796875,98.30591256141662,115.4183486175537,53.3426171266774,63.60372366266654,144.38018327770777,176.33688258629263
13,49.98018843650817,66.40829045295716,96.43701549692965,125.42163663564128,26.12432830810547,36.991219482421876,73.83604856491088,95.82536142349245,39.26502330698566,54.980050906258676,130.60801606567634,168.63679276798072
14,48.879518105983735,68.7960273361206,92.23715730915822,135.1059004017375,28.1374169921875,35.344816284179686,69.62161921977996,102.24723838806152,40.42503659371231,52.47542144107495,124.0209772310548,183.72136182629933
15,52.63899944782257,55.91944347381592,96.07180171117882,97.78291825459362,28.581902770996095,34.614802856445316,76.69609612464906,77.22408409118653,44.10769561286731,50.77169340286399,128.50717239044198,128.6282758718885
16,52.76345238685607,68.37718147277832,101.09467294105428,120.28716401322745,27.699418029785157,45.80788879394531,77.827486743927,90.94647415161134,41.538505099373886,64.55171919383994,136.80211397572322,157.38830706825016
17,63.319454894065856,78.51751804351807,105.5836380967315,128.38121104707125,27.877274169921876,39.444144897460944,98.76163561820984,117.59089118957517,38.73260948308264,53.8457297618743,144.20677595076506,173.3900460990668
18,58.358470759391786,75.62795289754868,93.9282259071843,122.62665523543778,31.140221099853516,41.52094787597656,85.57672041893005,109.7349579191208,42.035620124584135,58.53532513139958,126.0080548412829,163.24279114320234
19,49.724629282951355,69.4640778541565,89.64386989856007,119.93498045046908,25.59635955810547,40.15068603515625,73.85289900779725,98.77746967315674,36.92690664045248,63.582725747039454,121.27840033059158,157.2451463730616
20,59.08549313247204,85.23665211677552,93.65532816546752,151.8758305171364,28.11443084716797,40.92746948242188,90.05655541777611,129.54583475112915,37.362429004273324,59.023964988021476,127.06962613647478,206.51563463242363
21,52.36829493045807,62.9738889503479,89.6355127136366,102.81658628829912,27.55336441040039,37.32541137695313,77.18322545051574,88.62236652374266,38.02474449445876,53.990611985806375,120.92629608569074,135.00931319489266
22,47.57741536617279,69.5902848625183,86.16965530578948,123.71075056302242,25.102257080078125,39.068966674804685,70.05257365226744,100.11160305023192,35.88641552178313,54.748389301543796,116.45850837115795,166.1665233391471
23,51.50773568153381,68.08221328735353,93.79571259049627,111.34576986542245,25.360982971191405,38.844999389648436,77.65448839187621,97.3194271850586,35.285154520863735,52.36261079570637,127.86801504346866,148.50561580123698
24,65.10264274120331,81.3100295829773,116.31447277970504,145.02945911012526,30.8778434753418,43.72546325683594,99.32744200706482,118.89459590911865,44.7377670985149,62.07547590024737,158.29290998361407,195.48330698888023
25,62.519524226188665,72.97778591156006,98.68571735040668,116.52487419944559,31.97265350341797,37.30174255371094,93.06639494895936,108.65382926940919,43.219953390893664,49.184672158957525,132.70183588337312,157.27987995611235
26,43.34562059283257,71.88732157230376,86.57829799934186,138.5207858626188,23.14600112915039,34.329239501953126,63.54524005651476,109.44540364265441,36.966505078539754,50.49176233806153,116.72652171295081,189.2791540767015
27,56.558991184234614,66.80038042068482,104.65858258643289,114.54325583625575,31.07493179321289,44.06489501953125,82.04305057525634,89.53586582183839,41.79625681472678,59.446148056687235,141.98560044694602,150.68666296776996
28,48.425190236568454,70.62163591384888,90.99980250100512,118.37841211095756,33.33304702758789,48.01750427246094,63.51733344554901,93.22576755523681,42.70873197861111,60.327912036827506,121.39972126501375,156.16478456137355
29,51.38538972616196,81.05781708717346,97.76368498915254,167.36003884697018,26.28621795654297,37.9755712890625,76.48456149578097,124.14006288528442,36.96966895498126,52.83484622194426,133.22432128810263,230.71030369366312
